goal,adherence_pct,avg_sleep,avg_soreness,workout_completion_pct,weight_change_kg,weeks_since_last_adjustment,label
bulk,88.7,5.0,3.1,80.8,-0.49,6,deload_week
bulk,58.1,6.5,1.7,82.3,0.66,6,stay_course
cut,90.2,6.7,1.5,43.4,-0.72,3,stay_course
bulk,70.8,8.8,2.0,85.9,-0.38,4,increase_intensity
cut,85.6,6.7,4.0,84.5,-0.67,6,stay_course
cut,76.3,9.0,3.7,49.1,-0.28,1,stay_course
maintain,79.4,5.9,2.8,85.3,0.4,1,increase_intensity
cut,53.5,8.0,1.9,72.8,0.68,5,stay_course
maintain,75.3,7.7,2.3,57.2,1.29,1,reduce_calories
maintain,60.4,6.2,2.8,62.3,0.73,2,stay_course
bulk,81.9,7.9,2.0,32.3,1.06,1,reduce_calories
bulk,69.2,9.4,1.3,82.4,0.09,3,stay_course
maintain,85.1,6.8,2.9,40.9,0.25,5,stay_course
maintain,73.9,6.6,4.1,82.6,-0.65,6,stay_course
maintain,99.4,6.4,3.2,56.5,1.35,1,reduce_calories
cut,63.7,5.6,1.4,50.3,1.09,6,stay_course
maintain,73.0,6.3,1.9,93.0,-0.66,3,increase_intensity
bulk,46.3,8.9,4.8,83.3,-0.55,5,deload_week
bulk,63.5,8.8,3.0,62.5,0.98,4,stay_course
cut,95.4,5.4,2.2,67.3,-0.5,4,deload_week
bulk,50.3,9.0,2.5,75.7,1.42,4,reduce_calories
cut,78.2,7.6,1.6,73.4,1.5,5,increase_intensity
bulk,83.9,9.2,2.3,47.5,0.21,4,stay_course
bulk,45.5,6.4,4.0,91.8,0.46,5,stay_course
bulk,91.8,8.8,1.6,55.8,1.12,2,reduce_calories
maintain,96.2,9.1,2.3,50.5,1.18,2,reduce_calories
bulk,67.7,5.7,3.4,99.3,0.89,4,stay_course
bulk,78.5,8.5,4.4,91.0,1.23,2,deload_week
maintain,83.3,4.8,4.0,77.7,-0.28,5,deload_week
maintain,91.7,4.9,2.7,48.2,0.65,1,deload_week
bulk,86.6,7.7,3.1,31.7,-0.06,6,increase_calories
cut,57.6,6.5,4.3,83.8,-0.41,6,deload_week
bulk,77.8,6.7,4.1,37.3,1.04,5,reduce_calories
cut,83.3,6.3,3.6,39.9,-0.77,4,stay_course
cut,55.9,6.2,3.8,62.1,0.63,2,stay_course
maintain,60.5,7.9,2.3,61.5,-0.73,3,stay_course
bulk,42.1,5.2,3.1,31.8,1.14,5,deload_week
maintain,82.8,6.0,3.9,69.7,-0.59,6,stay_course
maintain,80.4,5.3,4.2,39.0,0.32,4,deload_week
maintain,78.2,4.6,1.8,51.2,0.25,3,deload_week
maintain,83.3,8.2,5.0,58.4,0.36,2,deload_week
maintain,78.6,7.4,3.0,66.6,-0.37,4,stay_course
bulk,50.1,7.1,1.7,92.8,-1.46,1,stay_course
maintain,53.5,5.5,1.6,72.6,0.69,1,stay_course
bulk,51.8,7.0,3.3,74.7,-1.46,6,stay_course
bulk,93.9,8.2,2.5,32.3,0.38,3,stay_course
bulk,44.0,7.3,3.1,81.9,1.12,1,reduce_calories
maintain,74.0,5.7,2.0,81.8,0.57,6,increase_intensity
cut,53.7,8.1,1.7,98.6,-0.7,3,stay_course
cut,84.6,8.2,4.7,93.4,-1.1,3,deload_week
cut,52.5,5.7,4.0,63.4,-1.21,1,increase_calories
maintain,87.4,4.9,2.9,60.9,-0.07,1,deload_week
bulk,75.4,7.5,2.2,30.7,-0.21,1,stay_course
bulk,93.2,8.4,1.8,86.4,0.34,4,increase_intensity
cut,55.1,6.5,2.1,74.2,-0.51,4,stay_course
bulk,57.0,7.7,2.1,67.3,-0.48,6,stay_course
bulk,70.2,7.6,1.4,83.0,-0.95,1,increase_intensity
maintain,93.6,7.0,3.0,42.5,0.78,6,stay_course
maintain,45.7,8.8,2.4,78.1,0.97,2,reduce_calories
cut,85.8,5.6,3.0,52.4,0.09,1,stay_course
bulk,58.0,7.5,3.3,40.8,-1.03,4,stay_course
cut,91.1,7.6,1.6,97.0,1.44,6,increase_intensity
bulk,87.3,8.4,2.1,95.3,-0.08,3,increase_intensity
maintain,48.7,6.2,2.4,82.2,-0.15,4,stay_course
bulk,63.6,6.6,4.0,58.3,1.41,3,reduce_calories
bulk,88.3,9.4,4.1,31.4,0.61,2,stay_course
bulk,83.0,6.0,2.5,52.5,0.87,3,stay_course
bulk,73.6,5.5,1.9,65.2,1.07,1,reduce_calories
cut,54.6,6.1,2.9,80.5,-0.09,1,stay_course
bulk,63.4,9.3,3.8,47.5,1.46,5,reduce_calories
maintain,43.6,4.8,2.4,67.7,-0.19,3,deload_week
cut,68.3,8.9,1.3,98.4,0.7,2,stay_course
cut,75.4,7.4,3.2,60.7,-0.52,5,stay_course
bulk,55.6,7.2,2.2,31.5,0.82,1,stay_course
bulk,82.7,6.1,4.4,93.4,-0.16,2,deload_week
cut,59.3,5.6,2.4,43.9,1.41,3,stay_course
maintain,76.2,9.2,1.6,75.0,-0.22,4,increase_intensity
cut,89.9,4.8,5.0,56.1,0.2,1,deload_week
bulk,92.4,6.1,3.2,49.8,-0.5,1,stay_course
bulk,44.5,5.0,3.2,37.9,-1.03,5,deload_week
cut,74.4,6.8,3.6,43.4,-1.28,6,increase_calories
maintain,89.1,6.8,4.6,99.6,-1.04,3,deload_week
cut,50.9,7.4,2.8,84.7,0.72,4,stay_course
cut,64.1,6.0,3.5,57.3,-1.47,3,increase_calories
maintain,49.0,8.8,3.3,83.7,0.1,6,stay_course
bulk,52.0,8.6,4.7,92.5,0.64,5,deload_week
cut,51.3,5.2,2.2,37.1,0.1,1,deload_week
cut,72.4,9.3,2.3,52.1,-0.81,2,stay_course
cut,58.2,6.6,2.1,95.5,-0.85,3,stay_course
cut,48.2,9.0,2.8,88.4,-0.37,4,stay_course
bulk,91.3,5.5,1.2,60.7,-0.9,4,increase_calories
bulk,88.9,5.0,1.7,93.9,0.67,1,deload_week
cut,85.4,5.1,3.0,72.3,0.75,3,deload_week
maintain,51.5,9.4,4.2,55.2,-0.73,1,deload_week
maintain,41.0,6.4,2.7,97.3,-1.2,3,increase_calories
maintain,90.2,6.7,4.4,51.0,1.5,1,deload_week
bulk,78.6,6.4,2.9,96.6,-0.68,6,increase_intensity
maintain,42.7,8.7,1.7,30.6,0.06,2,stay_course
bulk,68.2,4.7,3.4,44.7,0.72,3,deload_week
maintain,77.1,8.6,2.7,42.2,0.06,2,stay_course
bulk,88.6,7.8,2.5,94.7,0.86,1,increase_intensity
maintain,52.2,6.5,2.5,88.9,0.37,1,stay_course
cut,59.9,8.9,1.1,91.0,1.24,1,stay_course
bulk,62.6,7.5,3.1,41.1,-1.46,2,stay_course
cut,65.2,4.8,4.9,62.5,-0.25,5,deload_week
maintain,48.1,7.5,3.5,51.8,-0.09,3,stay_course
cut,59.4,7.2,4.8,76.8,-1.21,4,deload_week
bulk,89.9,7.4,1.5,66.0,0.92,2,stay_course
cut,79.6,8.2,3.9,49.8,0.35,2,reduce_calories
cut,55.0,8.2,2.2,79.7,-0.11,5,stay_course
bulk,71.0,9.4,2.1,93.0,-0.52,3,increase_intensity
bulk,48.7,8.2,4.4,82.4,0.9,6,deload_week
cut,87.7,9.4,1.1,74.4,1.01,2,increase_intensity
cut,63.8,4.6,2.9,90.0,-0.94,5,deload_week
maintain,67.1,5.6,3.5,68.2,-1.15,3,increase_calories
bulk,86.1,9.1,2.3,92.5,-0.73,4,increase_intensity
bulk,67.4,5.0,4.4,83.4,-0.71,3,deload_week
maintain,78.5,9.3,1.5,45.9,-0.13,1,stay_course
cut,73.0,6.0,4.5,51.5,-0.19,1,deload_week
bulk,51.0,8.6,4.5,65.8,-1.07,6,deload_week
cut,86.6,5.5,4.0,66.8,0.84,5,reduce_calories
bulk,71.5,8.5,2.5,46.1,1.34,5,reduce_calories
cut,62.5,5.0,1.7,74.4,0.35,6,deload_week
cut,72.4,9.3,2.7,44.2,-1.35,4,increase_calories
maintain,63.4,7.1,2.7,63.4,-0.53,6,stay_course
maintain,40.0,5.8,3.2,51.8,1.27,5,reduce_calories
bulk,97.6,4.8,2.6,40.1,0.97,2,deload_week
maintain,87.2,7.7,2.6,43.5,1.0,1,reduce_calories
cut,97.8,5.9,4.6,38.6,0.72,6,deload_week
cut,52.3,5.2,2.1,52.9,0.41,5,deload_week
maintain,71.5,8.4,3.4,46.3,-0.19,1,stay_course
bulk,84.6,6.8,1.3,98.5,1.23,3,increase_intensity
maintain,97.0,4.7,4.4,47.9,0.38,4,deload_week
bulk,50.1,8.0,4.5,64.1,-0.63,5,deload_week
cut,45.3,8.2,4.8,90.6,-0.78,6,deload_week
maintain,90.2,9.3,2.7,74.7,1.1,3,increase_intensity
bulk,83.9,9.0,3.6,53.0,0.5,3,stay_course
maintain,45.0,5.0,4.2,47.0,-0.02,5,deload_week
maintain,79.9,5.0,4.1,79.6,0.18,5,deload_week
maintain,76.4,8.9,3.7,32.9,-1.18,6,increase_calories
cut,74.5,5.1,4.1,55.2,0.52,5,deload_week
maintain,88.9,8.1,1.2,75.3,-0.18,4,increase_intensity
bulk,91.8,4.7,2.6,86.4,0.73,4,deload_week
bulk,94.5,5.6,1.7,74.1,-0.51,3,increase_intensity
maintain,88.1,8.1,4.4,47.7,0.96,3,deload_week
maintain,98.4,5.7,2.8,33.3,-0.13,6,stay_course
maintain,86.1,5.3,3.2,90.4,0.44,6,deload_week
maintain,85.2,8.4,1.7,65.0,-1.23,3,increase_calories
bulk,72.3,8.5,4.9,52.2,-0.58,6,deload_week
cut,78.4,6.1,3.0,43.0,-0.35,3,stay_course
bulk,69.1,6.2,2.8,55.3,-1.02,2,stay_course
maintain,41.0,5.4,2.2,65.4,0.43,3,deload_week
bulk,72.3,6.5,3.8,43.9,-1.23,5,stay_course
bulk,64.3,5.8,3.9,67.3,-0.31,4,stay_course
cut,90.7,8.2,4.5,85.9,0.34,1,deload_week
maintain,100.0,6.7,1.2,68.4,0.5,3,stay_course
cut,69.7,8.7,4.9,47.2,-0.82,6,deload_week
cut,48.7,6.0,4.9,90.0,-0.05,4,deload_week
maintain,73.4,9.5,1.8,43.0,0.06,4,stay_course
bulk,74.5,9.0,2.5,48.3,0.89,3,stay_course
maintain,65.9,6.3,4.7,46.4,0.12,1,deload_week
bulk,48.1,8.8,4.9,47.3,0.11,2,deload_week
cut,98.9,8.4,3.0,63.3,-0.56,5,stay_course
cut,83.2,8.1,3.6,68.8,1.46,4,reduce_calories
maintain,74.5,4.8,3.5,64.8,-0.19,2,deload_week
cut,73.6,7.3,1.2,54.3,1.1,2,stay_course
cut,80.9,4.8,3.9,69.9,1.34,6,deload_week
cut,82.8,7.0,3.8,96.0,1.46,2,reduce_calories
bulk,67.1,7.2,3.7,53.1,0.21,5,stay_course
maintain,48.7,7.2,3.7,52.0,-1.48,5,increase_calories
cut,82.7,6.3,1.5,98.4,0.34,5,increase_intensity
maintain,83.8,8.2,2.0,72.1,0.78,2,increase_intensity
cut,41.8,9.1,3.9,53.2,-1.22,4,increase_calories
bulk,82.1,7.9,4.2,56.7,-0.08,3,deload_week
cut,45.8,6.3,3.8,91.5,-0.0,2,stay_course
maintain,64.1,5.6,4.9,74.3,-0.48,1,deload_week
bulk,55.5,8.9,1.2,69.0,0.55,1,stay_course
cut,40.1,9.4,1.1,52.9,-0.58,5,stay_course
bulk,62.5,4.8,1.7,74.6,-0.01,5,deload_week
cut,98.5,5.0,3.7,40.8,-0.38,2,deload_week
maintain,82.4,8.9,1.7,40.4,0.96,1,reduce_calories
bulk,42.3,7.2,4.8,95.8,0.92,3,deload_week
maintain,46.5,7.9,3.4,41.7,-1.2,2,increase_calories
bulk,49.3,7.6,2.3,61.8,0.48,4,stay_course
maintain,96.6,7.8,1.3,47.2,-1.08,4,increase_calories
cut,87.6,4.7,1.2,98.8,-0.06,6,deload_week
bulk,85.3,7.5,4.4,36.4,0.46,5,deload_week
bulk,74.5,7.2,2.6,68.2,-0.9,3,stay_course
cut,66.9,5.5,4.8,59.8,-0.19,1,deload_week
maintain,41.4,5.0,3.2,72.7,-0.58,3,deload_week
bulk,81.9,7.1,1.2,96.3,-0.58,5,increase_intensity
bulk,94.0,7.2,3.6,81.7,0.1,1,stay_course
maintain,63.1,6.3,3.2,87.7,0.55,4,stay_course
bulk,70.5,8.7,3.0,77.7,-1.37,2,increase_intensity
cut,67.4,5.4,1.9,52.4,0.64,4,deload_week
cut,74.3,7.6,1.2,56.7,1.2,1,stay_course
maintain,40.3,5.7,4.3,88.2,1.45,4,deload_week
cut,62.3,8.7,1.2,39.9,-0.76,6,stay_course
maintain,92.9,6.6,3.3,90.5,0.38,2,stay_course
bulk,84.2,5.9,3.8,59.1,-0.26,3,increase_calories
cut,89.0,6.9,3.4,73.9,-0.31,6,stay_course
maintain,47.7,7.9,1.3,38.0,-1.02,4,increase_calories
cut,51.0,6.1,4.8,48.0,0.54,6,deload_week
maintain,57.1,5.9,4.4,48.3,0.78,4,deload_week
cut,97.0,7.3,3.0,38.9,1.49,4,reduce_calories
maintain,46.6,5.6,4.3,42.9,0.79,1,deload_week
cut,66.2,6.4,4.0,60.9,0.81,6,stay_course
bulk,86.0,5.4,1.8,52.3,0.21,2,deload_week
maintain,91.6,5.8,1.7,62.3,1.2,1,reduce_calories
maintain,62.8,9.2,3.0,45.8,0.38,3,stay_course
bulk,83.3,4.6,2.8,89.0,0.3,3,deload_week
bulk,49.7,7.2,2.3,37.8,-1.3,5,stay_course
bulk,41.0,8.1,3.9,52.5,-1.38,1,stay_course
bulk,54.0,6.4,3.3,87.0,0.81,1,stay_course
cut,85.7,4.7,3.2,31.4,0.97,4,deload_week
bulk,78.7,5.9,3.5,61.5,0.74,6,stay_course
maintain,76.8,6.2,5.0,61.8,1.26,2,deload_week
maintain,72.2,6.3,1.6,74.6,-0.98,4,increase_intensity
maintain,92.9,6.3,1.1,86.4,-1.07,4,increase_intensity
maintain,82.6,7.2,1.9,58.2,1.02,3,reduce_calories
cut,96.5,6.6,2.7,81.3,-0.17,4,increase_intensity
maintain,61.8,6.1,2.6,80.6,-0.88,2,increase_calories
bulk,51.5,5.5,4.5,76.2,0.36,4,deload_week
bulk,91.7,8.5,2.5,51.5,-0.32,4,increase_calories
cut,72.6,6.8,4.6,96.9,1.11,4,deload_week
cut,52.0,6.2,4.6,76.2,1.31,4,deload_week
cut,96.6,4.6,1.8,69.7,-0.98,6,deload_week
bulk,73.8,5.3,2.6,84.7,-0.91,4,deload_week
maintain,68.1,8.8,1.5,95.2,-0.55,5,stay_course
bulk,84.1,8.9,3.7,85.1,-1.24,1,stay_course
cut,59.9,4.9,4.7,55.0,0.73,2,deload_week
maintain,90.4,6.3,4.6,70.8,0.98,4,deload_week
maintain,82.2,5.9,1.4,69.3,1.2,2,reduce_calories
cut,64.9,7.2,3.5,41.1,0.16,4,stay_course
bulk,99.0,7.9,4.6,98.3,0.49,2,deload_week
maintain,45.8,4.7,4.5,63.1,-0.07,1,deload_week
bulk,81.3,8.6,4.7,70.9,-0.95,1,deload_week
maintain,96.8,7.3,4.5,99.1,1.16,1,deload_week
cut,48.1,6.0,2.6,40.5,1.48,6,stay_course
cut,97.7,6.1,3.8,96.4,-1.25,5,increase_calories
maintain,41.0,9.0,2.7,41.8,1.05,2,reduce_calories
bulk,56.8,7.1,4.7,64.3,1.22,1,deload_week
bulk,54.3,6.0,2.8,60.3,-1.38,6,stay_course
bulk,67.5,4.9,3.2,39.1,1.43,5,deload_week
cut,84.1,4.6,2.5,93.3,-0.36,1,deload_week
bulk,80.3,8.0,2.3,86.2,1.06,4,increase_intensity
maintain,82.4,5.2,2.4,48.3,-0.92,3,deload_week
maintain,45.0,6.7,3.7,86.4,1.24,5,reduce_calories
cut,41.4,5.1,4.0,47.0,-0.97,1,deload_week
cut,74.3,5.7,1.3,35.3,0.67,6,stay_course
maintain,92.2,7.6,1.6,73.8,1.11,4,increase_intensity
bulk,92.4,8.4,1.4,38.5,0.61,2,stay_course
bulk,95.6,5.4,3.9,36.4,-0.2,6,deload_week
cut,52.6,8.1,2.5,73.8,-0.92,2,stay_course
bulk,99.3,7.5,1.7,50.2,0.53,1,stay_course
maintain,51.1,4.5,1.7,43.8,-1.07,5,deload_week
bulk,98.4,8.0,3.8,35.3,-0.94,3,increase_calories
cut,49.7,7.7,3.4,72.1,0.02,3,stay_course
cut,65.6,8.6,3.9,67.1,0.46,6,stay_course
maintain,56.9,5.3,1.2,64.6,1.21,1,deload_week
bulk,85.3,6.7,3.7,92.9,-0.16,6,increase_calories
bulk,45.3,7.4,4.7,55.3,0.54,6,deload_week
cut,74.2,8.1,2.3,55.1,0.93,3,stay_course
maintain,58.0,6.9,3.2,82.1,-0.82,2,increase_calories
cut,81.5,6.5,4.5,52.7,0.89,4,deload_week
maintain,92.1,6.8,1.6,81.7,-0.34,1,increase_intensity
cut,87.3,6.4,4.5,40.5,-0.4,4,deload_week
bulk,94.3,5.3,4.8,45.2,-1.45,4,deload_week
cut,56.3,5.5,3.0,41.1,0.99,5,stay_course
maintain,53.7,6.9,3.9,60.3,1.34,2,reduce_calories
maintain,98.1,4.8,4.8,34.7,-0.53,4,deload_week
bulk,57.4,5.7,4.8,86.3,-0.25,1,deload_week
maintain,77.9,6.2,2.2,73.3,0.33,5,increase_intensity
cut,71.8,6.2,2.5,78.2,-1.12,5,increase_intensity
maintain,43.8,6.7,2.7,44.7,-0.52,2,stay_course
maintain,78.0,9.0,2.9,49.6,-0.48,3,stay_course
bulk,51.7,5.1,2.3,74.3,1.41,2,deload_week
bulk,75.6,5.7,4.3,64.2,-0.09,1,deload_week
maintain,70.7,5.0,4.0,73.7,-1.26,4,deload_week
maintain,76.2,9.0,4.8,48.6,-0.15,2,deload_week
maintain,82.7,6.3,4.1,63.2,-0.83,1,increase_calories
maintain,61.4,7.6,3.2,84.9,1.37,4,reduce_calories
maintain,76.3,7.2,4.3,75.2,1.37,5,deload_week
bulk,47.2,8.2,3.9,43.6,0.9,3,stay_course
cut,87.4,6.6,4.3,30.8,-0.72,2,deload_week
maintain,41.5,7.8,4.0,35.5,-0.11,2,stay_course
maintain,77.6,7.3,3.4,83.1,-1.18,3,increase_calories
maintain,56.6,8.0,2.8,41.4,-1.11,1,increase_calories
cut,43.1,6.1,2.9,39.9,1.0,4,stay_course
bulk,41.5,6.7,2.3,42.5,0.34,1,stay_course
bulk,57.0,7.3,3.3,91.8,-1.33,6,stay_course
bulk,47.9,4.8,1.3,40.6,0.07,6,deload_week
cut,45.5,6.3,2.4,35.7,-0.47,1,stay_course
maintain,64.0,4.8,2.7,85.3,0.58,5,deload_week
cut,88.9,6.7,1.5,93.8,-0.72,2,increase_intensity
cut,78.7,7.3,1.2,89.0,-0.82,1,increase_intensity
cut,53.1,5.7,1.6,90.9,0.0,3,stay_course
maintain,85.4,7.9,1.1,83.6,-0.02,6,increase_intensity
bulk,81.8,7.3,1.2,71.3,-0.87,5,increase_intensity
maintain,40.4,8.0,3.3,55.8,1.2,2,reduce_calories
maintain,52.8,7.2,4.7,82.1,-0.66,5,deload_week
maintain,70.7,5.3,1.8,72.5,-0.5,3,deload_week
maintain,63.6,7.8,2.8,61.2,1.4,6,reduce_calories
bulk,86.2,5.5,1.5,57.1,-1.18,2,increase_calories
cut,85.6,8.2,2.2,78.3,-0.86,5,increase_intensity
maintain,61.7,4.8,3.5,69.7,1.15,3,deload_week
cut,70.7,6.0,1.9,42.7,-0.5,4,stay_course
bulk,63.3,6.1,4.9,72.1,-1.0,4,deload_week
maintain,73.6,5.9,4.9,90.0,-0.75,5,deload_week
cut,93.1,8.8,3.5,90.0,1.34,1,stay_course
maintain,66.7,8.1,4.8,36.8,-0.4,6,deload_week
cut,98.3,8.2,2.5,49.6,0.46,3,reduce_calories
cut,93.9,6.0,2.1,95.1,1.16,2,increase_intensity
cut,95.2,8.2,3.7,32.1,1.29,4,reduce_calories
cut,40.9,4.9,1.9,90.9,0.24,5,deload_week
maintain,56.2,8.0,2.9,81.2,-1.04,1,increase_calories
maintain,80.7,4.6,3.0,88.1,-0.26,1,deload_week
bulk,93.8,7.8,4.8,91.3,0.63,6,deload_week
maintain,52.2,5.8,3.7,97.4,-0.94,6,increase_calories
maintain,88.6,9.5,1.2,69.4,1.07,5,reduce_calories
bulk,69.3,5.7,4.4,33.3,-0.41,5,deload_week
maintain,67.4,6.9,1.7,76.1,-0.39,5,stay_course
bulk,48.7,8.2,2.4,42.2,-0.29,4,stay_course
maintain,86.0,5.2,3.7,92.3,0.53,4,deload_week
maintain,97.7,4.9,2.0,39.6,1.27,6,deload_week
maintain,67.0,7.2,3.7,92.3,-0.47,6,stay_course
cut,75.9,7.2,4.3,41.2,0.9,2,deload_week
cut,89.5,6.5,4.3,91.7,1.47,5,deload_week
cut,71.2,7.4,2.0,68.5,1.33,6,stay_course
cut,81.0,8.4,3.0,52.8,1.01,3,reduce_calories
bulk,96.2,7.1,4.3,45.3,-0.45,4,deload_week
bulk,85.1,5.0,3.6,61.8,1.0,2,deload_week
bulk,40.0,8.5,3.0,37.5,-1.07,1,stay_course
bulk,97.0,5.7,2.6,87.8,0.13,1,increase_intensity
cut,41.4,4.7,1.5,43.0,0.83,1,deload_week
cut,55.2,9.3,2.7,55.0,-0.29,6,stay_course
bulk,58.0,6.4,1.8,60.0,0.27,4,stay_course
bulk,76.9,4.7,3.0,32.2,-0.54,1,deload_week
maintain,82.0,8.8,2.5,67.7,-1.21,6,increase_calories
bulk,77.2,6.3,4.9,64.3,-1.42,1,deload_week
maintain,85.5,4.9,2.0,36.4,-0.76,6,deload_week
bulk,95.3,6.8,4.0,46.9,1.45,1,reduce_calories
maintain,58.6,8.4,4.4,45.2,-0.27,1,deload_week
bulk,47.7,8.8,4.1,95.5,-0.17,5,stay_course
cut,67.8,8.0,2.6,94.7,0.46,1,stay_course
maintain,75.1,8.0,3.0,93.2,-0.62,2,increase_intensity
cut,57.4,6.2,1.4,40.8,1.01,2,stay_course
maintain,69.2,4.5,4.1,86.5,1.22,4,deload_week
cut,58.1,5.6,4.5,70.8,-0.02,6,deload_week
maintain,88.5,9.2,1.5,41.5,-1.1,5,increase_calories
bulk,41.4,7.0,4.2,60.1,0.63,6,deload_week
maintain,78.1,5.0,2.9,49.5,0.17,4,deload_week
cut,43.9,5.8,4.8,55.0,-0.3,2,deload_week
cut,47.3,5.3,3.3,76.5,-0.16,5,deload_week
maintain,73.4,6.9,4.9,75.9,0.25,1,deload_week
bulk,42.4,5.5,2.2,82.3,-0.33,3,stay_course
cut,70.6,4.6,3.1,48.6,0.09,3,deload_week
cut,59.2,5.7,2.9,44.9,0.49,4,stay_course
maintain,52.8,5.4,3.2,73.9,1.08,1,deload_week
cut,80.0,8.8,1.6,83.2,-0.07,1,increase_intensity
bulk,49.9,7.6,2.7,73.8,1.31,3,reduce_calories
maintain,43.6,6.7,4.5,84.6,-1.42,6,deload_week
bulk,95.8,6.5,3.4,90.7,0.75,2,stay_course
maintain,76.9,8.5,4.6,75.2,0.77,2,deload_week
cut,75.9,5.9,4.1,60.3,-1.41,1,increase_calories
bulk,45.1,9.0,1.6,74.9,-0.39,4,stay_course
maintain,67.9,8.5,4.7,51.2,0.11,3,deload_week
maintain,91.3,6.8,3.0,83.0,1.02,5,increase_intensity
bulk,73.6,7.9,3.4,85.0,-1.09,3,stay_course
cut,81.5,9.4,3.1,73.1,-1.31,6,increase_calories
maintain,96.0,8.9,3.4,45.9,1.28,3,reduce_calories
cut,74.0,6.2,2.2,87.8,0.05,4,increase_intensity
maintain,55.8,6.6,3.6,83.8,1.17,2,reduce_calories
bulk,57.7,7.9,2.4,68.0,-0.54,4,stay_course
bulk,71.2,5.1,3.9,50.4,-0.76,5,deload_week
bulk,89.8,5.4,3.6,64.8,-0.76,4,deload_week
bulk,56.2,7.3,3.1,40.2,0.32,3,stay_course
cut,98.0,8.6,4.9,30.2,-0.93,3,deload_week
maintain,67.3,9.5,3.3,49.4,0.2,2,stay_course
maintain,43.1,6.6,4.9,71.7,-0.07,4,deload_week
maintain,47.2,5.4,2.4,86.1,-1.34,1,deload_week
maintain,46.4,7.2,1.5,36.7,0.73,4,stay_course
cut,42.4,7.8,1.2,37.8,1.43,6,stay_course
maintain,57.1,5.7,1.9,72.3,0.76,5,stay_course
maintain,90.4,5.3,3.2,52.2,-0.84,4,deload_week
cut,72.5,4.6,1.6,70.0,0.34,3,deload_week
maintain,47.5,5.7,2.6,46.9,0.33,2,stay_course
cut,56.8,4.5,3.7,60.5,1.08,4,deload_week
maintain,52.8,5.0,1.3,79.9,-0.17,6,deload_week
maintain,91.0,8.3,1.1,83.6,-0.88,6,increase_intensity
maintain,66.2,8.9,2.4,31.5,0.02,4,stay_course
maintain,76.4,6.4,3.8,72.1,0.6,4,stay_course
cut,87.3,5.5,2.3,58.4,-0.75,3,stay_course
cut,62.8,8.9,4.8,78.1,0.19,6,deload_week
bulk,43.9,8.1,1.1,70.0,-0.42,1,stay_course
maintain,66.2,6.7,2.7,60.6,-0.46,3,stay_course
maintain,94.7,5.8,1.6,45.3,0.26,5,stay_course
bulk,71.9,5.5,1.1,56.7,-1.36,2,stay_course
cut,82.4,5.3,3.5,68.7,-0.75,5,deload_week
maintain,67.2,6.0,4.4,49.5,1.25,2,deload_week
maintain,58.7,7.1,1.9,36.5,-1.34,6,increase_calories
bulk,50.6,7.2,4.8,92.6,-0.79,2,deload_week
bulk,82.8,4.8,1.4,87.2,-0.96,1,deload_week
maintain,73.2,6.3,1.7,67.4,-0.94,1,increase_calories
maintain,91.3,8.3,3.1,31.5,0.01,1,stay_course
maintain,48.1,4.7,1.6,39.3,1.09,3,deload_week
bulk,87.0,6.8,2.8,79.7,0.64,2,increase_intensity
bulk,76.4,4.7,4.9,39.5,-0.64,5,deload_week
maintain,80.7,6.5,3.2,58.3,0.08,6,stay_course
bulk,61.2,7.5,3.9,82.5,0.75,5,stay_course
maintain,50.0,8.8,1.5,32.5,-1.28,3,increase_calories
maintain,46.9,9.0,2.5,51.0,-1.43,4,increase_calories
cut,85.0,5.6,4.1,82.5,-0.15,5,stay_course
bulk,48.4,8.5,2.6,40.0,1.2,4,reduce_calories
maintain,69.2,6.8,2.9,91.8,-0.11,4,stay_course
cut,54.7,5.2,3.6,37.1,-0.38,3,deload_week
maintain,94.6,8.9,4.5,35.5,-0.62,5,deload_week
bulk,68.6,9.2,4.5,63.6,-0.44,2,deload_week
maintain,95.3,5.3,5.0,40.2,0.63,3,deload_week
cut,41.5,5.6,3.1,31.7,-0.29,5,stay_course
maintain,60.8,6.1,2.5,86.1,0.26,4,stay_course
maintain,66.0,7.1,3.7,68.4,0.75,5,stay_course
cut,99.9,5.3,4.3,53.1,0.64,6,deload_week
bulk,78.1,5.2,4.0,43.7,0.35,3,deload_week
maintain,53.2,4.7,1.0,39.3,-0.24,2,deload_week
maintain,88.0,8.9,2.7,69.8,1.47,2,reduce_calories
cut,99.5,5.3,1.1,80.9,0.86,2,deload_week
maintain,94.9,5.3,3.7,38.0,0.51,3,deload_week
bulk,83.7,6.4,2.9,97.0,0.23,5,increase_intensity
bulk,59.8,7.8,3.1,76.7,1.01,5,reduce_calories
bulk,81.0,8.5,4.1,47.2,0.94,4,stay_course
maintain,56.3,9.2,2.2,98.1,1.47,1,reduce_calories
bulk,58.0,8.8,1.4,40.4,-0.83,2,stay_course
cut,67.9,5.3,1.4,68.0,-0.41,6,deload_week
maintain,65.2,6.2,1.3,41.4,-0.06,6,stay_course
cut,86.5,9.1,1.2,58.4,-0.2,4,stay_course
maintain,98.7,6.2,2.5,51.6,-0.04,4,stay_course
maintain,75.3,6.5,4.4,50.1,0.33,2,deload_week
maintain,49.6,6.1,2.5,35.8,-1.25,6,increase_calories
cut,49.0,6.6,4.6,95.4,0.88,6,deload_week
